"","id","decimalLongitude","decimalLatitude","catalogNumber","datasetName","obisID","scientificNameID","genus","family","order","species","speciesID","sex","datasetID"
"87",1639262,-59.86669921875,47.1666984558105,"ARC 148261","Fishbase occurrences hosted by GBIF-Sweden",1023164,"urn:lsid:marinespecies.org:taxname:293745","Stichaeus","Stichaeidae","Perciformes","Stichaeus punctatus",513989,NA,NA
"88",1659637,-59.2332992553711,46.7332992553711,"ARC 157734","Fishbase occurrences hosted by GBIF-Sweden",438467,"urn:lsid:marinespecies.org:taxname:126450","Enchelyopus","Lotidae","Gadiformes","Enchelyopus cimbrius",438467,NA,NA
"89",1678873,-60.1316986083984,47.0149993896484,"ARC 163283","Fishbase occurrences hosted by GBIF-Sweden",627911,"urn:lsid:marinespecies.org:taxname:126436","Gadus","Gadidae","Gadiformes","Gadus morhua",627911,NA,NA
"90",1720348,-59.5,46.9333000183105,"ARC 114713","Fishbase occurrences hosted by GBIF-Sweden",670641,"urn:lsid:marinespecies.org:taxname:127409","Stephanolepis","Monacanthidae","Tetraodontiformes","Stephanolepis hispidus",670641,NA,NA
"91",1740437,-60.4166679382324,47.1083335876465,"ROM 52513","Fishbase occurrences hosted by GBIF-Sweden",406460,"urn:lsid:marinespecies.org:taxname:127195","Artediellus","Cottidae","Scorpaeniformes","Artediellus uncinatus",406460,NA,NA
"92",1740662,-59.88330078125,46.8353004455566,"ARC 157022","Fishbase occurrences hosted by GBIF-Sweden",445699,"urn:lsid:marinespecies.org:taxname:159437","Gasterosteus","Gasterosteidae","Gasterosteiformes","Gasterosteus wheatlandi",445699,NA,NA
"93",1821319,-59.5,46.9333000183105,"ARC 154799","Fishbase occurrences hosted by GBIF-Sweden",627911,"urn:lsid:marinespecies.org:taxname:126436","Gadus","Gadidae","Gadiformes","Gadus morhua",627911,NA,NA
"94",1841484,-60.13330078125,47,"ARC 114704","Fishbase occurrences hosted by GBIF-Sweden",474447,"urn:lsid:marinespecies.org:taxname:127203","Myoxocephalus","Cottidae","Scorpaeniformes","Myoxocephalus scorpius",474447,NA,NA
"95",1841526,-60.13330078125,47,"ARC 148252","Fishbase occurrences hosted by GBIF-Sweden",447296,"urn:lsid:marinespecies.org:taxname:127136","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Glyptocephalus cynoglossus",447296,NA,NA
"96",1881897,-59.88330078125,46.8333015441895,"ARC 114179","Fishbase occurrences hosted by GBIF-Sweden",438467,"urn:lsid:marinespecies.org:taxname:126450","Enchelyopus","Lotidae","Gadiformes","Enchelyopus cimbrius",438467,NA,NA
"97",1881898,-59.8067016601562,47.1641998291016,"ARC 145964","Fishbase occurrences hosted by GBIF-Sweden",469903,"urn:lsid:marinespecies.org:taxname:158962","Merluccius","Merlucciidae","Gadiformes","Merluccius bilinearis",469903,NA,NA
"98",1901821,-59.6666984558105,46.6666984558105,"ARC 149424","Fishbase occurrences hosted by GBIF-Sweden",489354,"urn:lsid:marinespecies.org:taxname:159828","Peprilus","Stromateidae","Perciformes","Peprilus triacanthus",489354,NA,NA
"99",1902212,-59.6666984558105,46.6666984558105,"ARC 115064","Fishbase occurrences hosted by GBIF-Sweden",438467,"urn:lsid:marinespecies.org:taxname:126450","Enchelyopus","Lotidae","Gadiformes","Enchelyopus cimbrius",438467,NA,NA
