"Poly_ID","Chordates","Arthropods","AllElse"
"1476",462,161,73
"1477",540,748,88
"1478",388,83,34
"1479",301,69,46
"1480",239,47,22
"1481",344,60,40
"1482",509,55,47
"1483",398,93,71
"1484",399,63,32
"1485",644,25,45
"1486",37,0,0
"1487",27,0,4304
"1488",155,0,0
"1489",312,2,1
"1490",227,3,1
"1491",494,2,4
"1492",427,0,1
"1493",495,0,33
"1494",433,0,16
"1495",643,0,1
"1496",550,0,1
"1497",119,0,0
"1498",33,0,7
"1499",192,100,23
"1500",54,0,0
"1501",288,339,251
"1502",287,184,101
"1503",4029,101,27
"1504",200,87,39
"1505",1398,368,180
"1506",526,327,147
"1507",590,220,62
"1508",526,126,63
"1509",578,790,113
"1510",399,315,65
"1511",329,168,64
"1512",269,80,36
"1513",320,103,43
"1514",419,136,56
"1515",348,113,52
"1516",350,39,40
"1517",450,33,39
"1518",511,45,40
"1519",584,28,33
"1520",315,17,35
"1521",83,1,121
"1522",153,5,0
"1523",285,5,6
"1524",1260,19,13
"1525",525,1,2
"1526",519,35,104
"1527",288,0,1
"1528",508,19,5
"1529",365,0,0
"1530",935,3,111
"1531",168,87,16
"1532",546,1,0
"1533",363,286,257
"1534",756,219,10
"1535",1685,349,161
"1536",538,551,238
"1537",651,910,116
"1538",424,126,65
"1539",369,201,90
"1540",218,186,84
"1541",278,129,36
"1542",297,172,78
"1543",313,141,32
"1544",350,107,53
"1545",387,71,35
"1546",473,24,46
"1547",1140,54,35
"1548",567,109,70
"1549",217,13,17
"1550",671,0,0
"1551",70,2,0
"1552",615,0,0
"1553",535,0,1
"1554",362,32,3
"1555",315,498,33
"1556",625,483,41
"1557",651,545,158
"1558",186,6,57
"1559",37,0,0
"1560",1461,1064,448
"1561",810,387,203
"1562",870,77,46
"1563",449,211,59
"1564",258,121,52
"1565",310,204,65
"1566",252,120,63
"1567",314,180,60
"1568",317,141,49
"1569",615,141,58
"1570",335,86,78
"1571",497,135,75
"1572",331,113,76
"1573",358,66,73
"1574",355,87,46
"1575",86,516,47
"1576",198,543,48
"1577",656,549,39
"1578",358,428,29
"1579",386,0,3
"1580",288,11,7
"1581",115,28,5
"1582",5980,1487,416
"1583",1162,513,375
"1584",415,315,132
"1585",370,199,117
"1586",446,237,54
"1587",371,152,50
"1588",565,218,75
"1589",303,200,75
"1590",289,162,86
"1591",328,94,37
"1592",397,111,56
"1593",352,54,46
"1594",355,110,58
"1595",268,86,42
"1596",466,118,31
"1597",153,0,0
"1598",119,0,1
"1599",495,1,0
"1600",309,0,2
"1601",542,43,6
"1602",132,1,0
"1603",420,47,4
"1604",1393,213,90
"1605",602,1720,902
"1606",541,248,173
"1607",364,311,195
"1608",470,264,85
"1609",385,163,54
"1610",420,264,67
"1611",424,171,52
"1612",430,145,60
"1613",370,245,69
"1614",407,150,81
"1615",344,112,62
"1616",296,116,80
"1617",318,126,75
"1618",292,137,34
"1619",1058,228,82
"1620",3,0,3
"1621",165,1,10
"1622",128,1,0
"1623",572,0,20
"1624",357,2,10
"1625",262,1,0
"1626",3772,418,31
"1627",2488,44,26
"1628",1526,258,174
"1629",746,1646,828
"1630",691,1062,235
"1631",467,305,119
"1632",395,301,146
"1633",335,115,54
"1634",2463,171,42
"1635",1197,154,56
"1636",574,137,74
"1637",486,146,70
"1638",253,112,62
"1639",185,63,53
"1640",298,155,96
"1641",289,125,72
"1642",574,117,39
"1643",120,0,0
"1644",364,0,0
"1645",770,0,4
"1646",577,10,3
"1647",97,9,3
"1648",616,627,89
"1649",1729,287,62
"1650",2562,243,106
"1651",951,593,420
"1652",963,356,202
"1653",3688,276,217
"1654",527,355,71
"1655",350,170,102
"1656",1870,119,43
"1657",158,69,42
"1658",437,160,62
"1659",335,134,50
"1660",391,151,88
"1661",257,99,71
"1662",374,91,54
"1663",205,144,103
"1664",390,134,86
"1665",18,0,0
"1666",4,0,4
"1667",584,0,2
"1668",510,7,3
"1669",687,8,6
"1670",4348,39,2
"1671",315,206,19
"1672",2087,134,17
"1673",577,160,25
"1674",1413,187,56
"1675",906,260,106
"1676",1665,1181,1071
"1677",2925,302,136
"1678",361,261,140
"1679",629,895,159
"1680",468,196,86
"1681",545,201,80
"1682",376,174,61
"1683",463,195,58
"1684",494,161,74
"1685",423,162,68
"1686",319,104,45
"1687",336,159,54
"1688",321,162,86
"1689",1090,180,157
"1690",1189,35,33
"1691",58,0,0
"1692",858,1,3
"1693",931,0,3
"1694",252,96,22
"1695",17,0,0
"1696",77,0,4
"1697",31,0,1
"1698",1396,64,3
"1699",649,539,74
"1700",2306,126,17
"1701",496,55,7
"1702",684,212,56
"1703",659,228,64
"1704",1499,508,398
"1705",651,509,399
"1706",614,192,117
"1707",536,285,161
"1708",641,151,68
"1709",603,140,68
"1710",450,208,89
"1711",353,115,58
"1712",530,133,42
"1713",457,131,57
"1714",341,112,55
"1715",386,125,74
"1716",312,162,64
"1717",1497,123,64
"1718",11,1,5
"1719",41,1,8
"1720",61,21,2
"1721",804,2,3
"1722",534,9,4
"1723",305,62,9
"1724",1133,26,8
"1725",62,12,1
"1726",1069,12,8
"1727",22,0,0
"1728",162,13,4
"1729",1394,120,15
"1730",537,225,23
"1731",1384,183,9
"1732",833,171,61
"1733",610,216,62
"1734",658,256,96
"1735",706,894,812
"1736",473,216,148
"1737",434,153,94
"1738",504,218,137
"1739",411,113,57
"1740",1429,192,74
"1741",531,160,73
"1742",388,125,44
"1743",589,153,56
"1744",471,128,51
"1745",568,131,42
"1746",442,173,59
"1747",358,128,69
"1748",25,2,0
"1749",9,13,0
"1750",63,0,0
"1751",162,14,2
"1752",3157,5,15
"1753",231,277,32
"1754",778,67,2
"1755",3405,45,6
"1756",181,77,9
"1757",66,42,11
"1758",170,27,4
"1759",198,159,14
"1760",4283,870,82
"1761",901,175,13
"1762",1067,299,35
"1763",864,181,29
"1764",785,206,36
"1765",556,179,82
"1766",566,405,325
"1767",693,805,717
"1768",520,154,107
"1769",609,215,118
"1770",399,167,89
"1771",783,188,95
"1772",675,931,133
"1773",601,157,66
"1774",453,66,27
"1775",401,182,67
"1776",488,165,48
"1777",382,143,65
"1778",327,185,72
"1779",23,7,0
"1780",94,3,2
"1781",318,32,8
"1782",85,0,0
"1783",126,81,5
"1784",189,68,12
"1785",756,167,17
"1786",189,85,8
"1787",202,101,11
"1788",173,81,19
"1789",1440,38,6
"1790",122,3,0
"1791",381,167,19
"1792",473,221,23
"1793",700,1173,122
"1794",5748,255,50
"1795",1206,188,30
"1796",972,168,34
"1797",548,124,34
"1798",544,279,139
"1799",504,614,526
"1800",677,329,215
"1801",478,110,73
"1802",436,152,131
"1803",359,144,65
"1804",272,93,46
"1805",497,177,84
"1806",653,133,60
"1807",635,833,172
"1808",533,335,189
"1809",429,121,35
"1810",762,178,49
"1811",1103,2,1
"1812",888,21,0
"1813",343,34,7
"1814",210,121,14
"1815",387,275,37
"1816",355,43,7
"1817",251,58,5
"1818",84,39,9
"1819",231,157,12
"1820",338,50,6
"1821",1261,48,5
"1822",33,0,0
"1823",349,0,0
"1824",1546,151,13
"1825",4582,161,30
"1826",2416,1096,176
"1827",884,275,64
"1828",1833,216,53
"1829",1001,207,38
"1830",444,169,98
"1831",414,251,171
"1832",494,880,812
"1833",711,226,187
"1834",481,132,103
"1835",628,208,117
"1836",384,124,88
"1837",387,118,54
"1838",302,187,101
"1839",619,185,69
"1840",582,186,47
"1841",471,148,53
"1842",305,117,44
"1843",382,126,34
"1844",478,1,0
"1845",664,63,29
"1846",252,52,2
"1847",570,48,6
"1848",356,65,12
"1849",351,78,14
"1850",383,113,26
"1851",362,70,11
"1852",275,112,9
"1853",82,54,7
"1854",571,48,8
"1855",204,0,0
"1856",410,100,13
"1857",1157,181,34
"1858",1726,255,66
"1859",1002,438,105
"1860",791,210,76
"1861",852,227,46
"1862",680,170,20
"1863",577,234,138
"1864",453,529,485
"1865",599,376,280
"1866",526,159,77
"1867",544,141,77
"1868",501,149,75
"1869",425,100,64
"1870",316,90,40
"1871",466,158,89
"1872",473,146,74
"1873",517,129,156
"1874",620,220,66
"1875",467,112,70
"1876",1816,209,98
"1877",878,17,1
"1878",374,61,13
"1879",338,254,24
"1880",3353,68,8
"1881",443,81,14
"1882",252,70,15
"1883",292,84,5
"1884",1217,114,16
"1885",415,175,12
"1886",316,54,12
"1887",903,92,32
"1888",499,201,91
"1889",482,96,20
"1890",987,1078,197
"1891",5443,229,51
"1892",967,220,65
"1893",795,240,99
"1894",769,184,66
"1895",651,733,620
"1896",2175,250,177
"1897",727,162,64
"1898",674,172,73
"1899",739,166,112
"1900",653,148,39
"1901",453,112,62
"1902",387,132,67
"1903",510,144,93
"1904",404,844,193
"1905",605,119,28
"1906",1436,18,12
"1907",156,0,1
"1908",601,142,26
"1909",245,130,34
"1910",373,192,31
"1911",425,155,21
"1912",293,82,15
"1913",436,84,13
"1914",599,95,23
"1915",442,123,22
"1916",1568,122,18
"1917",503,259,31
"1918",648,116,30
"1919",552,70,19
"1920",524,181,72
"1921",530,174,46
"1922",930,216,46
"1923",1371,215,33
"1924",963,208,69
"1925",1631,264,102
"1926",2257,425,274
"1927",755,693,597
"1928",1023,230,97
"1929",2261,173,62
"1930",962,111,43
"1931",766,233,80
"1932",677,270,93
"1933",386,115,44
"1934",441,126,63
"1935",631,141,55
"1936",599,177,64
"1937",368,78,35
"1938",2969,15,9
"1939",287,114,12
"1940",380,193,22
"1941",468,159,26
"1942",515,156,15
"1943",420,96,12
"1944",2025,83,29
"1945",536,98,37
"1946",561,72,22
"1947",422,105,33
"1948",702,147,48
"1949",709,162,51
"1950",968,212,61
"1951",1202,169,71
"1952",606,109,33
"1953",878,1141,220
"1954",3288,161,60
"1955",1448,264,79
"1956",2123,231,83
"1957",1219,763,524
"1958",1816,389,190
"1959",4062,288,151
"1960",2607,273,140
"1961",1480,206,112
"1962",953,122,52
"1963",776,134,68
"1964",678,100,37
"1965",765,157,54
"1966",689,146,38
"1967",24,3,1
"1968",225,53,48
"1969",396,34,19
"1970",265,307,194
"1971",407,132,24
"1972",312,69,20
"1973",403,139,9
"1974",380,220,29
"1975",384,70,8
"1976",787,89,29
"1977",486,81,29
"1978",1939,130,31
"1979",839,76,24
"1980",1189,115,31
"1981",585,134,45
"1982",816,113,30
"1983",638,76,21
"1984",608,101,33
"1985",992,123,45
"1986",983,129,41
"1987",3657,293,123
"1988",3022,377,263
"1989",893,939,611
"1990",747,338,255
"1991",385,129,104
"1992",483,138,76
"1993",1369,256,156
"1994",1034,135,85
"1995",1480,149,62
"1996",780,129,38
"1997",599,62,29
"1998",1018,95,53
"1999",344,144,26
"2000",338,143,58
"2001",575,110,20
"2002",516,78,24
"2003",341,82,9
"2004",444,62,7
"2005",731,94,21
"2006",349,52,30
"2007",1325,53,7
"2008",621,137,31
"2009",357,109,32
"2010",469,284,79
"2011",341,127,35
"2012",2578,73,30
"2013",436,98,41
"2014",562,58,17
"2015",6177,1056,201
"2016",1817,169,58
"2017",3347,209,126
"2018",422,642,480
"2019",209,268,131
"2020",145,182,79
"2021",26,54,17
"2022",113,45,28
"2023",245,92,64
"2024",436,142,101
"2025",947,148,82
"2026",14,0,2
"2027",5,2,7
"2028",577,103,80
"2029",256,142,44
"2030",359,332,160
"2031",622,164,21
"2032",753,84,12
"2033",817,131,19
"2034",697,43,7
"2035",440,58,15
"2036",377,66,18
"2037",527,69,20
"2038",660,136,33
"2039",394,164,39
"2040",389,107,36
"2041",382,144,64
"2042",527,118,48
"2043",515,109,47
"2044",531,69,29
"2045",656,73,23
"2046",1179,148,114
"2047",595,141,100
"2048",342,114,77
"2049",98,751,416
"2050",19,206,82
"2051",94,58,24
"2052",144,77,20
"2053",64,41,16
"2054",23,45,22
"2055",167,78,37
"2056",4,2,0
"2057",201,1,0
"2058",742,108,43
"2059",299,229,140
"2060",695,127,22
"2061",316,253,105
"2062",601,140,40
"2063",672,44,14
"2064",617,79,18
"2065",591,98,22
"2066",425,223,37
"2067",468,92,14
"2068",606,138,25
"2069",463,160,53
"2070",521,137,34
"2071",460,136,47
"2072",474,186,44
"2073",480,124,36
"2074",617,82,34
"2075",846,119,81
"2076",979,82,61
"2077",964,990,265
"2078",501,146,106
"2079",203,511,273
"2080",112,326,145
"2081",48,110,41
"2082",78,48,25
"2083",41,64,31
"2084",23,23,15
"2085",17,11,2
"2086",279,28,14
"2087",379,71,13
"2088",362,225,110
"2089",238,276,157
"2090",729,225,59
"2091",513,139,53
"2092",583,75,42
"2093",623,102,42
"2094",508,87,28
"2095",697,40,9
"2096",482,98,19
"2097",494,98,28
"2098",403,132,24
"2099",391,163,44
"2100",766,87,16
"2101",765,88,33
"2102",805,256,109
"2103",1138,104,117
"2104",568,106,41
"2105",688,101,46
"2106",523,121,84
"2107",653,196,88
"2108",50,64,29
"2109",65,660,311
"2110",54,172,62
"2111",9,62,19
"2112",0,48,18
"2113",29,21,5
"2114",224,67,10
"2115",693,134,31
"2116",250,96,20
"2117",337,263,150
"2118",282,116,59
"2119",415,170,79
"2120",492,122,35
"2121",400,81,29
"2122",395,130,35
"2123",410,103,27
"2124",535,122,36
"2125",533,145,29
"2126",623,172,53
"2127",446,145,19
"2128",341,155,35
"2129",979,78,40
"2130",1879,134,80
"2131",912,253,105
"2132",390,41,24
"2133",190,32,30
"2134",292,92,71
"2135",356,1144,291
"2136",135,87,34
"2137",15,280,118
"2138",88,537,296
"2139",22,188,70
"2140",2,73,38
"2141",8,4,0
"2142",437,136,14
"2143",611,197,28
"2144",334,169,32
"2145",425,172,76
"2146",398,346,171
"2147",590,128,71
"2148",492,212,74
"2149",444,128,74
"2150",541,112,36
"2151",521,96,48
"2152",1519,117,48
"2153",517,95,23
"2154",351,343,83
"2155",653,230,52
"2156",519,106,24
"2157",464,95,25
"2158",661,105,59
"2159",693,91,61
"2160",398,61,42
"2161",299,64,57
"2162",210,50,46
"2163",199,170,107
"2164",303,1160,272
"2165",34,11,10
"2166",26,802,301
"2167",133,117,51
"2168",64,6,18
"2169",23,2,8
"2170",78,0,4
"2171",179,0,2
"2172",22,0,0
"2173",1496,451,39
"2174",561,141,16
"2175",3553,90,3
"2176",391,104,20
"2177",554,239,110
"2178",643,285,142
"2179",672,148,51
"2180",443,223,64
"2181",499,70,23
"2182",452,91,27
"2183",591,119,32
"2184",598,61,23
"2185",370,134,43
"2186",501,219,95
"2187",4016,92,21
"2188",1910,122,35
"2189",744,116,52
"2190",582,84,82
"2191",479,191,79
"2192",275,55,45
"2193",246,39,34
"2194",33,122,33
"2195",0,54,22
"2196",236,55,10
"2197",16,221,80
"2198",33,572,252
"2199",134,0,2
"2200",206,24,2
"2201",30,4,0
"2202",6,0,328
"2203",277,0,0
"2204",240,0,0
"2205",396,45,3
"2206",481,91,17
"2207",725,170,34
"2208",259,27,7
"2209",639,129,32
"2210",709,138,45
"2211",810,143,87
"2212",580,278,142
"2213",1351,133,68
"2214",567,230,80
"2215",251,62,14
"2216",2974,121,50
"2217",1792,131,33
"2218",453,132,63
"2219",874,145,47
"2220",720,104,13
"2221",2541,175,60
"2222",1108,75,36
"2223",4844,70,27
"2224",489,86,67
"2225",402,73,62
"2226",118,26,14
"2227",40,10,2
"2228",12,64,56
"2229",2,84,34
"2230",253,764,178
"2231",21,747,364
"2232",1221,0,1
"2233",134,0,0
"2234",64,0,2
"2235",31,0,0
"2236",6,0,0
"2238",1244,28,57
"2240",112,10,134
"2241",345,26,98
"2242",461,124,19
"2243",678,285,26
"2244",558,477,61
"2245",500,80,14
"2246",848,131,27
"2247",643,77,27
"2248",520,142,107
"2249",509,124,85
"2250",624,193,143
"2251",298,146,49
"2252",420,147,27
"2253",407,48,37
"2254",1147,77,17
"2255",625,180,86
"2256",1174,194,54
"2257",2551,100,47
"2258",4038,247,82
"2259",1547,62,31
"2260",2901,72,52
"2261",883,54,90
"2262",736,151,133
"2263",360,95,71
"2264",25,114,21
"2265",89,48,16
"2266",32,75,54
"2267",13,35,7
"2268",136,81,21
"2269",30,0,0
"2270",32,0,0
"2271",70,0,13
"2272",55,0,0
"2273",38,0,0
"2274",57,0,0
"2275",45,0,0
"2276",221,29,4
"2277",151,0,4
"2278",31,0,0
"2279",96,1,0
"2280",1196,0,1
"2281",148,0,4
"2282",76,0,6
"2283",78,21,2
"2284",257,124,17
"2285",498,161,20
"2286",720,136,228
"2287",938,115,13
"2288",1178,158,25
"2289",390,455,40
"2290",532,150,19
"2291",460,84,14
"2292",583,58,34
"2293",702,167,87
"2294",554,280,161
"2295",481,141,58
"2296",504,234,105
"2297",433,96,27
"2298",1132,107,45
"2299",493,144,79
"2300",689,150,50
"2301",675,102,32
"2302",1792,103,48
"2303",1233,253,82
"2304",499,82,71
"2305",497,79,74
"2306",37,13,3
"2307",5,116,22
"2308",17,22,4
"2309",26,36,11
"2310",23,101,49
"2311",35,79,28
"2312",20,0,4
"2313",87,0,0
"2314",17,0,0
"2315",5,1,4
"2316",3,0,0
"2317",1,1,0
"2318",59,6,4
"2319",219,13,5
"2320",159,175,6
"2321",187,88,12
"2322",384,147,24
"2323",235,68,18
"2324",154,39,1494
"2325",162,27,7
"2326",247,71,40
"2327",653,128,32
"2328",552,85,8
"2329",415,101,19
"2330",300,157,15
"2331",356,131,15
"2332",433,125,28
"2333",324,127,12
"2334",402,94,20
"2335",362,80,38
"2336",729,121,91
"2337",505,284,191
"2338",1103,102,47
"2339",482,255,115
"2340",608,97,52
"2341",971,177,85
"2342",1003,206,136
"2343",604,143,89
"2344",532,100,101
"2345",146,86,51
"2346",121,169,62
"2347",6,132,46
"2348",1,10,4
"2349",3,28,7
"2350",0,22,8
"2351",59,0,0
"2352",38,55,11
"2353",57,104,66
"2354",62,0,0
"2355",52,0,0
"2357",113,44,23
"2358",103,41,16
"2359",301,22,11
"2360",289,22,13
"2361",107,17,8
"2362",175,337,28
"2363",403,143,46
"2364",426,70,26
"2365",548,65,502
"2366",419,64,287
"2367",647,131,26
"2368",1085,206,62
"2369",671,135,35
"2370",545,124,21
"2371",361,240,25
"2372",1875,103,10
"2373",355,127,12
"2374",376,88,9
"2375",296,95,23
"2376",527,97,23
"2377",1808,169,71
"2378",535,108,52
"2379",2178,258,181
"2380",2133,200,100
"2381",1146,179,116
"2382",1056,323,444
"2383",521,143,75
"2384",88,105,34
"2385",41,20,9
"2386",68,78,52
"2387",57,22,6
"2388",16,11,3
"2389",1,0,0
"2390",47,27,24
"2391",48,0,0
"2392",43,19,5
"2393",42,1,4
"2394",88,0,0
"2395",80,0,0
"2396",97,0,0
"2397",109,45,16
"2398",170,28,21
"2399",414,61,54
"2400",262,52,39
"2401",266,53,35
"2402",233,33,12
"2403",132,57,12
"2404",224,24,8
"2405",240,17,9
"2406",472,109,23
"2407",504,46,11
"2408",467,75,10
"2409",617,69,28
"2410",610,127,21
"2411",410,83,15
"2412",408,154,28
"2413",389,250,28
"2414",256,47,5
"2415",639,801,81
"2416",338,63,15
"2417",500,74,20
"2418",538,93,41
"2419",1374,112,77
"2420",885,180,117
"2421",1108,239,144
"2422",812,382,204
"2423",141,143,74
"2424",154,60,31
"2425",27,36,16
"2426",29,15,6
"2427",25,23,11
"2428",10,10,8
"2429",37,20,2
"2430",17,7,2
"2431",28,9,0
"2432",1,43,14
"2433",52,0,0
"2434",349,0,0
"2435",71,7,3
"2436",434,27,27
"2437",499,49,45
"2438",242,53,34
"2439",289,53,23
"2440",251,42,39
"2441",237,31,24
"2442",224,38,19
"2443",239,34,17
"2444",339,204,43
"2445",427,53,20
"2446",344,67,33
"2447",589,80,20
"2448",477,79,29
"2449",549,23,15
"2450",516,84,11
"2451",748,50,9
"2452",532,101,8
"2453",428,85,8
"2454",458,52,23
"2455",577,120,29
"2456",563,126,44
"2457",851,65,29
"2458",1031,128,63
"2459",1248,206,120
"2460",654,257,154
"2461",117,117,71
"2462",23,258,117
"2463",142,67,34
"2464",237,45,5
"2465",39,18,7
"2466",8,13,13
"2467",22,29,8
"2468",32,0,0
"2469",25,88,7
"2470",64,9,5
"2471",139,48,16
"2472",181,63,35
"2473",234,9,1
"2474",214,20,13
"2475",151,80,12
"2476",211,30,24
"2477",259,37,27
"2478",219,12,16
"2479",238,33,25
"2480",662,86,56
"2481",737,121,108
"2482",591,128,81
"2483",360,64,55
"2484",629,61,54
"2485",703,93,44
"2486",776,103,32
"2487",1071,113,30
"2488",959,81,14
"2489",642,169,12
"2490",1615,65,18
"2491",659,449,67
"2492",983,104,48
"2493",1309,111,83
"2494",904,122,66
"2495",294,146,79
"2496",77,42,16
"2497",48,218,106
"2498",30,206,59
"2499",163,176,59
"2500",41,45,9
"2501",76,58,11
"2502",20,25,16
"2503",0,23,14
"2504",21,0,0
"2505",17,0,0
"2506",10,0,0
"2507",74,150,15
"2508",296,32,13
"2509",163,30,16
"2510",117,25,7
"2511",216,13,3
"2512",177,12,3
"2513",203,61,15
"2514",256,14,12
"2515",446,31,32
"2516",589,54,64
"2517",640,93,54
"2518",116,220,51
"2519",27,0,0
"2520",186,0,0
"2521",40,0,4
"2522",228,34,14
"2523",349,73,39
"2524",847,124,64
"2525",553,54,14
"2526",1403,277,61
"2527",2296,207,35
"2528",1568,135,50
"2529",999,512,123
"2530",529,180,79
"2531",300,42,21
"2532",233,51,36
"2533",120,57,19
"2534",52,45,12
"2535",63,276,111
"2536",36,125,53
"2537",18,109,40
"2538",19,27,11
"2539",16,23,9
"2540",7,0,0
"2541",16,0,0
"2542",22,0,0
"2543",69,22,9
"2544",220,20,15
"2545",125,55,32
"2546",196,27,6
"2547",129,39,23
"2548",419,48,36
"2549",406,34,32
"2550",358,87,36
"2551",468,83,56
"2552",410,56,48
"2553",303,50,38
"2554",13,0,0
"2555",137,479,78
"2556",87,0,5
"2557",13,5,2
"2558",72,0,0
"2559",17,0,0
"2560",5,0,0
"2561",112,7,2
"2562",396,204,64
"2563",772,167,105
"2564",528,45,36
"2565",767,75,66
"2566",373,86,56
"2567",137,27,11
"2568",53,10,0
"2569",71,85,26
"2570",83,58,9
"2571",26,229,77
"2572",56,169,62
"2573",32,116,35
"2574",2,52,10
"2575",32,4,365
"2576",4,7,2
"2577",19,3,9
"2578",1,0,0
"2579",10,0,1
"2580",15,0,0
"2581",139,68,42
"2582",63,14,5
"2583",197,152,14
"2584",224,41,20
"2585",226,53,34
"2586",704,72,67
"2587",349,63,52
"2588",118,23,20
"2589",92,16,11
"2590",84,0,0
"2591",12,0,0
"2592",18,0,0
"2593",14,415,72
"2594",16,0,0
"2595",6,2,0
"2596",16,0,0
"2597",29,0,0
"2598",3,0,0
"2599",17,0,0
"2600",9,0,0
"2601",265,208,15
"2602",151,6,11
"2603",41,0,0
"2604",297,591,133
"2605",125,29,13
"2606",47,0,0
"2607",44,30,2
"2608",50,103,30
"2609",26,142,26
"2610",17,196,51
"2611",1,57,18
"2612",42,177,73
"2613",4,54,27
"2614",19,0,9
"2615",8,0,0
"2616",53,38,9
"2617",122,64,42
"2618",221,115,51
"2619",225,41,34
"2620",225,64,38
"2621",168,185,11
"2622",489,70,70
"2623",251,43,19
"2624",111,17,13
"2625",61,0,0
"2626",33,46,3
"2627",52,0,0
"2628",5,0,0
"2629",51,0,0
"2630",56,522,85
"2631",20,0,0
"2632",16,0,0
"2633",12,0,0
"2634",25,0,0
"2635",5,0,0
"2636",4,0,0
"2637",10,0,0
"2638",101,310,28
"2639",28,0,0
"2640",46,0,0
"2641",9,3,0
"2642",148,6,5
"2643",53,15,1
"2644",21,0,0
"2645",27,90,29
"2646",9,175,42
"2647",42,77,27
"2648",1,149,57
"2649",42,64,9
"2650",10,123,42
"2651",4,0,0
"2652",115,20,17
"2653",58,0,12
"2654",121,23,12
"2655",191,135,58
"2656",173,118,66
"2657",373,215,160
"2658",185,59,41
"2659",251,75,92
"2660",187,258,84
"2661",350,23,17
"2662",81,7,4
"2663",28,0,0
"2664",12,0,0
"2666",7,0,0
"2667",5,0,0
"2668",50,1069,199
"2669",69,0,0
"2670",18,0,0
"2671",25,0,0
"2672",21,0,0
"2673",4,0,0
"2675",13,0,0
"2676",16,0,0
"2677",132,188,21
"2678",24,0,0
"2679",18,0,0
"2680",19,50,4
"2681",3,14,2
"2682",1,4,2
"2683",11,41,10
"2684",35,172,33
"2685",12,52,31
"2686",1,22,14
"2687",8,191,49
"2688",20,0,0
"2689",47,41,31
"2690",143,45,23
"2691",86,11,6
"2692",78,55,35
"2693",118,106,71
"2694",163,98,52
"2695",378,113,94
"2696",326,117,109
"2697",15,9,9
"2698",48,0,0
"2699",121,0,0
"2700",3,30,3
"2701",12,0,0
"2702",11,0,0
"2703",17,0,0
"2704",27,489,71
"2705",9,477,105
"2706",47,2,1
"2707",19,0,0
"2708",1,0,0
"2709",10,0,0
"2710",1,0,0
"2711",2,0,0
"2712",74,0,0
"2713",41,0,0
"2714",102,213,16
"2715",26,0,0
"2716",2,0,0
"2717",0,11,2
"2718",1,15,4
"2719",1,0,0
"2720",9,56,21
"2721",0,105,35
"2722",8,71,23
"2723",28,35,8
"2724",20,65,28
"2725",82,56,31
"2726",111,77,28
"2727",37,38,25
"2728",101,63,40
"2729",156,99,54
"2730",225,61,39
"2731",202,79,59
"2732",12,0,0
"2733",35,0,0
"2734",18,181,40
"2735",11,0,0
"2736",2,0,0
"2737",15,0,0
"2738",28,46,3
"2739",20,0,0
"2740",14,0,0
"2741",8,0,0
"2742",24,0,0
"2743",8,0,0
"2744",2,0,0
"2745",6,0,0
"2746",27,0,0
"2747",39,0,0
"2748",24,0,0
"2749",18,0,0
"2750",5,0,0
"2752",6,0,0
"2753",1,14,6
"2754",3,4,0
"2755",13,59,31
"2756",5,148,41
"2757",0,97,29
"2758",104,28,3
"2759",93,39,21
"2760",107,65,27
"2761",165,103,57
"2762",235,101,84
"2763",148,45,43
"2764",4,0,0
"2767",10,0,0
"2768",25,0,0
"2769",13,0,1
"2770",10,0,0
"2771",25,0,0
"2772",17,0,0
"2773",2,50,4
"2774",23,0,0
"2775",163,0,0
"2776",97,0,0
"2777",35,0,6
"2778",26,0,0
"2779",16,0,0
"2781",8,0,0
"2782",44,114,10
"2783",1,34,6
"2784",7,12,6
"2786",10,6,0
"2787",7,43,13
"2788",10,194,67
"2789",0,33,6
"2790",53,23,13
"2791",336,122,123
"2792",25,1,0
"2793",1,0,0
"2794",1,0,0
"2796",20,0,0
"2797",16,0,0
"2798",27,0,0
"2799",7,0,0
"2800",11,0,0
"2801",40,0,200
"2802",12,0,0
"2803",21,0,0
"2804",125,50,4
"2805",443,0,0
"2806",22,0,0
"2808",3,0,0
"2809",20,0,0
"2811",74,55,5
"2812",10,0,0
"2813",0,3,1
"2814",2,0,0
"2815",1,9,0
"2816",1,88,12
"2818",2,0,0
"2819",0,1,0
"2821",7,0,0
"2822",5,0,0
"2823",14,0,0
"2824",11,0,0
"2825",14,0,0
"2826",47,46,3
"2827",19,0,0
"2828",15,0,0
"2829",36,14,3
"2830",178,0,0
"2831",8,0,0
"2832",14,0,0
"2833",5,0,0
"2834",19,0,0
"2835",30,50,4
"2836",28,279,21
"2837",33,55,3
"2838",0,0,1
"2839",8,46,3
"2842",41,0,0
"2843",33,0,0
"2844",1,0,1
"2845",20,0,0
"2846",9,0,0
"2847",15,0,0
"2848",17,0,0
"2849",35,0,0
"2850",24,0,0
"2851",33,0,0
"2852",13,0,0
"2854",9,0,0
"2855",13,0,0
"2856",5,31,8
"2857",1,0,0
"2858",126,84,9
"2859",12,0,0
"2860",10,0,0
"2861",14,0,0
"2862",24,0,0
"2863",34,0,0
"2864",10,46,3
"2865",7,0,1
"2866",1,0,0
"2869",10,0,0
"2870",2,0,1
"2871",34,0,0
"2872",6,0,0
"2873",3,0,0
"2874",13,0,0
"2877",3,0,0
"2878",16,0,0
"2879",3,0,0
